"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES)","274","10.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES)","364","12.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (250 TO 499 ACRES)","103","2.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES)","554","11.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES)","394","22.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (500 TO 749 ACRES)","44","8.9"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (750 TO 999 ACRES)","23","0.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","95","53.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","697","32.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","1,027","11.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","155","40.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","125","27.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","72","42.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","144","3.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","50","30.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","152","9.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","189","21.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","106","18.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","232","21.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","142","13.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","202","5.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","528","14.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","458","18.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","173","34.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","407","15.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","214","8.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","236","45.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","305","14.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","134","11.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","245","84.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","148","22.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","202","5.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","526","13.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","462","18.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","173","34.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","405","15.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","209","8.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","233","42.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","302","14.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","134","11.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","250","82.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","68","66.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","2,623","10.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","120","14.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","61","71.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","61","71.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","118","37.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","4","(H)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","1","4.9"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","8","49.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","9","70.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","32","30.8"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION)","691","7.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","109","13.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","83","16.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","582","8.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","549","6.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","1,828","14.9"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","112","43.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","413","19.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","ORGANIZATION","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","354","21.4"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (1 PRODUCERS)","1,473","12.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (2 PRODUCERS)","1,128","9.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (3 TO 4 PRODUCERS)","386","31.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","PRODUCERS","PRODUCERS: (5 OR MORE PRODUCERS)","57","41.3"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (FULL OWNER)","2,683","9.6"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (PART OWNER)","307","25.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TENURE","TENURE: (TENANT)","54","50.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","3,044","9.1"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (EXCL FAMILY FARMS)","369","15.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","115","7.0"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))","297","26.5"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","206","9.7"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","28","7.2"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - OPERATIONS WITH AREA BEARING & NON-BEARING","TYPOLOGY","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))","2,029","11.5"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","964","23.2"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","14.5"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","14.5"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,392","24.2"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,309,527","22.4"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,392","24.2"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","14.5"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, FRESH MARKET - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","20.5"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS, ORGANIC, PROCESSING - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","32.6"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","32.6"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","32.6"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2016","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS, OTHER","CITRUS, OTHER, ORGANIC, FRESH MARKET - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES)","130","23.2"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)","330,400","0.8"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1,000 TO 1,999 ACRES)","65,235","2.0"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES)","1,416","30.5"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 TO 249 ACRES)","52,505","6.8"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES)","7,188","14.9"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (2,000 TO 2,999 ACRES)","38,437","0.7"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CITRUS TOTALS","CITRUS TOTALS - ACRES BEARING & NON-BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES)","16,450","7.7"
